,0
49928,"That's, that's, that's when we all win"
49929,"That's, that's, that's when we all win"
49930,{Inaudible Chatter}
49931,Ohh!
49932,Lookin' like another Bob Marley day
49933,Hittin' from the bong like a diesel train
49934,And I'm down with hangin' out this afternoon
49935,We got weeds in the backyard four feet tall
49936,Cheech and Chong probably woulda' smoked them all
49937,So I'm out on the couch this afternoon
49938,Beer bottles layin' on the kitchen floor
49939,"If we take 'em all back, we can buy some more"
49940,So I doubt we'll go without this afternoon
49941,Ohh!
49942,You better hang on if you're taggin' along
49943,'Cause we'll be doin' this 'till six in the mornin'
49944,Nothin' wrong with goin' all night long
49945,Tough to put the brakes on
49946,Doesn't matter when you'd rather
49947,"Get up, and go out"
49948,Me and all my friends
49949,"We drink up, we fall down"
49950,And then we do it all again
49951,"Just sittin' around, hangin' out this afternoon"
49952,Landlord says I should buy a tent
49953,But he can kiss my ass 'cause I paid the rent
49954,So I doubt he'll kick me out this afternoon
49955,Down on the corner in a seedy bar
49956,Juke box crankin' out the CCR
49957,Had a few to Suzy Q this afternoon
49958,Ohh!
49959,You better hang on if you're taggin' along
49960,'Cause we'll be doin' this 'till six in the mornin'
49961,Nothin' wrong with goin' all night long
49962,Tough to put the brakes on
49963,Doesn't matter when you'd rather
49964,"Get up, and go out"
49965,Me and all my friends
49966,"We drink up, we fall down"
49967,And then we do it all again
49968,"Yeah, we get up, and go out"
49969,Me and all my friends
49970,"We drink up, we fall down"
49971,And then we do it all again
49972,"Yeah, just sittin' around, hangin' out this afternoon"
49973,Don't want a wristwatch or an alarm clock
49974,To see what time it is
49975,From the moment I wake up
49976,I just love being with my friends
49977,"We barely get by, but have the best times"
49978,And hope it never ends
49979,We drink all day till we fall down
49980,So we can do it all again
49981,It's not the human walk
49982,It's the human race
49983,If you ain't livin' on the edge
49984,You're takin' too much space
49985,So I doubt I'll figure out just what to do
49986,'Bout to kick it around
49987,Hanging out this afternoon
49988,Ohh!
49989,You better hang on if you're taggin' along
49990,'Cause we'll be doin' this 'till six in the mornin'
49991,Nothin' wrong with goin' all night long
49992,Tough to put the brakes on
49993,Doesn't matter when you'd rather
49994,"Get up, and go out"
49995,Me and all my friends
49996,"We drink up, we fall down"
49997,And then we do it all again
49998,"Yeah, we get up, and go out"
49999,Me and all my friends
50000,"We drink up, we fall down"
50001,And then we do it all again
50002,"Just kickin' around, hangin' out this afternoon"
50003,{Laughter}
50004,"Sittin' around, hangin' out this afternoon"
50005,"(Last call, you sons of bitches!)"
50006,"Just kickin' around, hangin' out this afternoon"
50007,"Yeah, just sittin' around, hangin' out this afternoon"
50008,(Drinks on the house!)
50009,"Just kickin' around, hangin' out this afternoon"
50010,"Just sittin' around, hangin' out this afternoon"
50011,"He's drunk again, it's time to fight"
50012,She must have done something wrong tonight
50013,The living room becomes a boxing ring
50014,It's time to run when you see him
50015,Clenching his hands
50016,She's just a woman
50017,Never again
50018,"I hear her scream, from down the hall"
50019,Amazing she can even talk at all
50020,"She cries to me ""Go back to bed"""
50021,I'm terrified that she'll wind up
50022,Dead in his hands
50023,She's just a woman
50024,Never again
50025,"Been there before, but not like this"
50026,"Seen it before, but not like this"
50027,Never before have I ever
50028,Seen it this bad
50029,She's just a woman
50030,Never again
50031,Just tell the nurse you slipped and fell
50032,It starts to sting as it starts to swell
50033,"She looks at you, she wants the truth"
50034,It's right out there in the waiting room
50035,With those hands
50036,Looking just as sweet as he can
50037,Never again
50038,"Seen it before, but not like this"
50039,"Been there before, but not like this"
50040,Never before have I ever
50041,Seen it this bad
50042,She's just a woman
50043,Never again
50044,Never again
50045,Father's a name you haven't earned yet
50046,You're just a child with a temper
50047,"Haven't you heard ""Don't hit a lady""?"
50048,Kicking' your ass would be a pleasure
50049,"He's drunk again, it's time to fight"
50050,"Same old shit, just on a different night"
50051,"She grabs the gun, she's had enough"
50052,Tonight she'll find out how fucking
50053,Tough is this man
50054,Pulls the trigger as fast as she can
50055,Never again
50056,"Seen it before, but not like this"
50057,"Been there before, but not like this"
50058,Never before have I ever
50059,Seen it this bad
50060,She's just a woman
50061,Never again
50062,"Seen it before, but not like this"
50063,"Been there before, but not like this"
50064,Never before have I ever
50065,Seen it this bad
50066,She's just a woman
50067,Never again
50068,Never again
50069,Never again
50070,Never again
50071,Flying down the highway like a bat out of hell
50072,My buddy Bradley's in the middle
50073,Darcy's lookin' out the window
50074,We just got high and hopin' no one can tell
50075,But with the icky of the sticky
50076,It don't matter where the wind blows
50077,Lighter in my hand and I've got nothing to burn
50078,Except a little turpentine inside of those five paint cans
50079,Get grandpa's shotgun and we'll all take turns
50080,But don't you ever say a word
50081,Cause you know momma's gonna hate that
50082,The dice that we've been rollin'
50083,With our lives are better stolen
50084,When you're walking through the fire for fun
50085,Tidal wave in motion
50086,You can't hide from the explosion
50087,"In three, two, one"
50088,We're smokin' dynamite
50089,Too many fuses to light
50090,"(Got kingdom come, on the run)"
50091,"Gonna steal, beg, and borrow"
50092,A thousand fahrenheit and we're about to ignite
50093,So keep the throttle to the bottom
50094,We may never see tomorrow
50095,"If tonight's our time to go, the one thing I know"
50096,We'll need a coin for the ferryman
50097,Leave us a coin for the ferryman
50098,"Countin' every nickel, dime and five dollar bill"
50099,So we've been stealin' gasoline and laying low out on the backroads
50100,The city lights are glowin' over the hill
50101,"And we can make it, but we take the chance of never coming back home"
50102,The dice that we've been rollin'
50103,With our lives are better stolen
50104,When you're walking through the fire for fun
50105,Tidal wave in motion
50106,You can't hide from the explosion
50107,"In three, two, one"
50108,We're smokin' dynamite
50109,Too many fuses to light
50110,"(Got kingdom come, on the run)"
50111,"Gonna steal, beg, and borrow"
50112,A thousand fahrenheit and we're about to ignite
50113,So keep the throttle to the bottom
50114,We may never see tomorrow
50115,"If tonight's our time to go, the one thing I know"
50116,We'll need a coin for the ferryman
50117,Leave us a coin for the ferryman
50118,One for the road and one for those in heaven
50119,One for the lord and take it from the devil
50120,"Don't even try, 'cause you know you can't hide"
50121,"Better run, better run, better run"
50122,We're smokin' dynamite
50123,Too many fuses to light
50124,"(Got kingdom come, on the run)"
50125,"Gonna steal, beg, and borrow"
50126,A thousand fahrenheit and we're about to ignite
50127,So keep the throttle to the bottom
50128,We may never see tomorrow
50129,"If tonight's our time to go, the one thing I know (one thing I know)"
50130,We're smokin' dynamite (smokin' dynamite)
50131,"(Got kingdom come, on the run)"
50132,A thousand fahrenheit
50133,So keep the throttle to the bottom
50134,We may never see tomorrow
50135,"If tonight's our time to go, the one thing I know"
50136,We'll need a coin for the ferryman
50137,Leave us a coin for the ferryman
50138,I judge by what she's wearing
50139,Just how many heads I'm tearing
50140,Off of assholes coming on to her
50141,Each night seems like it's getting worse
50142,And I wish she'd take the night off
50143,So I don't have to fight off
50144,Every asshole coming on to her
50145,It happens every night she works
50146,They'll go and ask the DJ
50147,Find out just what would she say
50148,If they all tried coming on to her
50149,Don't they know it's never gonna work
50150,They think they'll get inside her
50151,With every drink they buy her
50152,As they all try coming on to her
50153,This time somebody's getting hurt
50154,Here comes the next contestant
50155,Is that your hand on my girlfriend?
50156,Is that your hand?
50157,And I wish you'd do it again
50158,I'll watch you leave here limping
50159,And I wish you'd do it again
50160,I'll watch you leave here limping
50161,There goes the next contestant
50162,I even fear the ladies
50163,"They're cool, but twice as crazy"
50164,Just as bad for coming on to her
50165,Don't they know it's never gonna work
50166,Each time she bats an eyelash
50167,Somebody's grabbing her ass
50168,Everyone keeps coming onto her
50169,This time somebody's getting hurt
50170,Here comes the next contestant
50171,Is that your hand on my girlfriend?
50172,Is that your hand?
50173,And I wish you'd do it again
50174,I'll watch you leave here limping
50175,And I wish you'd do it again
50176,I'll watch you leave here limping
50177,There goes the next contestant
50178,I'm hating what she's wearing
50179,Everybody here keeps staring
50180,Can't wait 'till they get what they deserve
50181,This time somebody's getting hurt
50182,Here comes the next contestant
50183,Is that your hand on my girlfriend?
50184,Is that your hand?
50185,And I wish you'd do it again
50186,I'll watch you leave here limping
50187,And I wish you'd do it again
50188,I'll watch you leave here limping
50189,And I wish you'd do it again
50190,Each night seems like it's getting worse
50191,And I wish you'd do it again
50192,This time somebody's getting hurt
50193,There goes the next contestant
50194,"One step, two step, electric slide"
50195,"Red fish, blue fish, blow your mind"
50196,"Engine, engine, number nine"
50197,Mama’s gonna let you set the moon on fire
50198,"Jack be nimble, jack be quick"
50199,Jack wound up with a broken neck
50200,"Humpty Dumpty, do your thing"
50201,Daddy’s gonna buy you a diamond ring
50202,"Oh, it must be nice"
50203,To spend each day in paradise
50204,You wonder why you’ve never failed
50205,Your life’s a goddamn fairy tale
50206,Your life’s a goddamn fairy tale
50207,"Suzie steamboat, you’re so fine"
50208,Grant the wish I wish tonight
50209,"Tinker tailor, whatcha' got?"
50210,Wheels on the bus are falling off
50211,Pretty maids all in a row
50212,"Yes, sir, yes, sir three bags full"
50213,Silver spoon at supper time
50214,"Four and twenty blackbirds, oh, so high"
50215,"Oh, it must be nice"
50216,To spend each day in paradise
50217,You wonder why you’ve never failed
50218,Your life’s a goddamn fairy tale
50219,Your life’s a goddamn fairy tale
50220,"One step, two step, electric slide"
50221,"Red fish, blue fish, blow your mind"
50222,"Engine, engine, number nine"
50223,Stick your diamond ring where the sun don’t shine
50224,"Oh, it must be nice"
50225,To spend each day in paradise
50226,You wonder why you’ve never failed
50227,Your life’s a goddamn fairy tale
50228,"Oh, it must be nice"
50229,To spend each day in paradise
50230,You wonder why you’ve never failed
50231,Your life’s a fucking fairy tale
50232,"You call to me, and I fall at your feet"
50233,How could anyone ask for more?
50234,(How could anyone ask for more?)
50235,"And our time apart, like knives in my heart"
50236,How could anyone ask for more?
50237,(How could anyone ask for more?)
50238,But if there's a pill to help me forget
50239,God knows I haven't found it yet
50240,"But I'm dying to, God I'm trying to"
50241,"'Cause trying not to love you, only goes so far"
50242,"And trying not to need you, is tearing me apart"
50243,"Can't see the silver lining, from down here on the floor"
50244,"And I just keep on trying, but I don't know what for"
50245,'Cause trying not to love you
50246,Only makes me love you more
50247,Only makes me love you more
50248,"And this kind of pain, only time takes away"
50249,That's why it's harder to let you go (That's why it's harder to let you go)
50250,"And nothing I can do, without thinking of you"
50251,That's why it's harder to let you go (That's why it's harder to let you go)
50252,But if there's a pill to help me forget
50253,God knows I haven't found it yet
50254,"But I'm dying to, God I'm trying to"
50255,"'Cause trying not to love you, only goes so far"
50256,"Trying not to need you, is tearing me apart"
50257,"Can't see the silver lining, from down here on the floor"
50258,"And I just keep on trying, but I don't know what for"
50259,'Cause trying not to love you
50260,Only makes me love you more
50261,"So I sit here divided, just talking to myself"
50262,Was it something that I did? Was there somebody else?
50263,"When a voice from behind me, that was fighting back tears"
50264,"Sat right down beside me, whispered right in my ear"
50265,"Said, I've been dying to tell you"
50266,"Trying not to love you, only went so far"
50267,"Trying not to need you, was tearing me apart"
50268,"Now I see the silver lining, from what we're fighting for"
50269,"We just keep on trying, we could be much more"
50270,'Cause trying not to love you
50271,"Oh, yeah, trying not to love you"
50272,Only makes me love you more
50273,Only makes me love you more
50274,Fathers hands were lined with dirt
50275,From long days in the field
50276,And mothers hands are serving meals
50277,In a café on Main Street
50278,With mouths to feed
50279,Just trying to keep clothing on our backs
50280,And all I hear about
50281,"Is how it's so bad, it's so bad"
50282,"It's too bad, it's stupid"
50283,"Too late, so wrong, so long"
50284,It's too bad that we had no time to rewind
50285,"Let's walk, let's talk"
50286,(Let's talk)
50287,You left without saying goodbye
50288,Although I'm sure you tried
50289,You call the house from time to time
50290,To make sure we're alive
50291,But you weren't there
50292,Right when I needed you the most
50293,And now I dream about it
50294,"And how it's so bad, it's so bad"
50295,"It's too bad, it's stupid"
50296,"Too late, so wrong, so long"
50297,It's too bad that we had no time to rewind
50298,"Let's walk, let's talk"
50299,Let's talk
50300,"It's too bad, it's stupid"
50301,"Too late, so wrong, so long"
50302,It's too bad that we had no time to rewind
50303,"Let's walk, let's talk"
50304,Father's hands are lined with guilt
50305,For tearing us apart
50306,Guess it turned out in the end
50307,Just look at where we are
50308,We made it out
50309,We still got clothing on our backs
50310,And now I scream about it
50311,"And how it's so bad, it's so bad"
50312,"It's too bad, it's stupid"
50313,"Too late, so wrong, so long"
50314,It's too bad that we had no time to rewind
50315,"Let's walk, let's talk"
50316,"It's too bad, it's stupid"
50317,"Too late, so wrong, so long"
50318,It's too bad that we had no time to rewind
50319,"Let's walk, let's talk"
50320,"Long time, let's walk, let's talk"
50321,I can taste the color of the lights
50322,Take one of those and two of these
50323,Then watch the walls begin to breathe
50324,I can taste the color of the lights
50325,Wings are growing out of me
50326,The floor is floating underneath
50327,I can see the future burning bright
50328,Future burning bright
50329,The ceiling has us mesmerized
50330,It feels like we could never die
50331,Heading for the dark side of the moon
50332,As we lift off into the sky
50333,Invincible and so alive
50334,Ten feet tall and fucking bulletproof
50335,Insanity is setting in
50336,Reality is getting thin
50337,The universe just started slowing down
50338,Yet suddenly we're traveling
50339,A million miles an hour
50340,A million miles an hour
50341,We're going a million miles an hour
50342,A million miles an hour
50343,When shadows soon start breaking free
50344,No longer held by gravity
50345,(How did we get so far from the ground?)
50346,Speaking to the galaxy
50347,Received and sending back to me
50348,I can finally hear the speed of sound
50349,Speed of fucking sound
50350,I like this everlasting pill
50351,'Cause time itself is standing still
50352,Why's the room still spinning just the same?
50353,Turn off your phone so no one calls
50354,'Cause you and I are tripping balls
50355,I can still hear ringing in my brain
50356,Insanity is setting in
50357,Reality is getting thin
50358,See no signs of ever coming down
50359,Yet suddenly we're traveling
50360,A million miles an hour
50361,A million miles an hour
50362,We're going a million miles an hour
50363,A million miles an hour
50364,Insanity is setting in
50365,Reality is getting thin
50366,The particles are dancing all around
50367,I can't deny the hardest thing for me
50368,Is finding time to finally breathe
50369,See no signs of ever coming down
50370,Another wave is coming in
50371,A million miles an hour
50372,A million miles an hour
50373,We're going a million miles an hour
50374,A million miles an hour
50375,A million miles an hour
50376,A million miles an hour
50377,A million miles an hour
50378,A million miles an hour
50379,What are you waiting for?
50380,What are you waiting for?
50381,Are you waiting on a lightning strike?
50382,Are you waiting for the perfect night?
50383,Are you waiting till the time is right?
50384,What are you waiting for?
50385,Don't you wanna learn to deal with fear?
50386,Don't you wanna take the wheel and steer?
50387,Don't you wait another minute here
50388,What are you waiting for?
50389,What are you waiting for?
50390,You gotta go and reach for the top
50391,Believe in every dream that you've got
50392,You're only livin' once so tell me
50393,"What are you, what are you waiting for?"
50394,You know you've got to give it your all
50395,And don't you be afraid if you fall
50396,You're only livin' once so tell me
50397,"What are you, what are you waiting for?"
50398,Are you waiting for the right excuse?
50399,Are you waiting for a sign to choose?
50400,"While you're waiting, it's the time you lose"
50401,What are you waiting for? (What are you waiting for?)
50402,Don't you want to spread your wings and fly?
50403,Don't you really wanna live your life?
50404,Don't you wanna love before you die?
50405,What are you waiting for?
50406,What are you waiting for?
50407,You gotta go and reach for the top
50408,Believe in every dream that you've got
50409,You're only livin' once so tell me
50410,"What are you, what are you waiting for?"
50411,You know you've got to give it your all
50412,And don't you be afraid if you fall
50413,You're only livin' once so tell me
50414,"What are you, what are you waiting for?"
50415,Tell me what you're waiting for (Tell me what you're waiting for)
50416,Show me what you're aiming for (Show me what you're aiming for)
50417,Whatcha gonna save it for? (Whatcha gonna save it for?)
50418,So whatcha really waiting for? (So whatcha really waiting for?)
50419,Tell me what you're waiting for (Tell me what you're waiting for)
50420,Show me what you're aiming for (Show me what you're aiming for)
50421,Whatcha gonna save it for? (Whatcha gonna save it for?)
50422,So whatcha really waiting for? (So whatcha really waiting for?)
50423,Everybody's gonna make mistakes
50424,But everybody's got a choice to make
50425,Everybody needs a leap of faith
50426,When are you taking yours?
50427,What are you waiting for?
50428,You gotta go and reach for the top
50429,Believe in every dream that you've got
50430,You're only livin' once so tell me
50431,"What are you, what are you waiting for?"
50432,You know you've got to give it your all
50433,And don't you be afraid if you fall
50434,You're only livin' once so tell me
50435,"What are you, what are you waiting for?"
50436,You gotta go and reach for the top
50437,What are you waiting for?
50438,Believe in every dream that you've got
50439,"What are you, what are you waiting for?"
50440,You know you've got to give it your all
50441,What are you waiting for?
50442,You're only livin' once so tell me
50443,"What are you, what are you waiting for?"
50444,"What are you, what are you..."
50445,"What are you, what are you waiting for?"
50446,"What are you, what are you..."
50447,"What are you, what are you waiting for?"
50448,I'm back in my hometown
50449,And Main Street's dying now
50450,It's like there's nothing left of it
50451,No more high school grounds
50452,They tore that building down
50453,And everything with it I miss
50454,I call up my old friends
50455,So lost since I've seen them
50456,Feels like we're back there instantly to me
50457,We'd all meet at Shawn's
50458,The backyard fire's on
50459,And we'd start telling tales of how life used to be
50460,The years have come and gone
50461,But these stories carry on
50462,"Looking back, they're better than they used to be"
50463,'Cause you should've seen the size of the guys we were fightin'
50464,And we shouldn't be alive at the speeds we were driving
50465,But Momma always taught us never to tell a lie
50466,And every ten yard pass always turned into twenty
50467,Every girl we were with never cost any money
50468,And we drank more tequila than any man alive
50469,"And the story goes on, and gets a little better"
50470,Every time we're together
50471,It's funny how we change
50472,And some things stay the same
50473,"God, I miss the glory days, always"
50474,Daylight getting near
50475,We shed a few more tears
50476,"Lord, I love the memories we've made"
50477,The years have come and gone
50478,But the stories carry on
50479,"Looking back, they're better than they used to be"
50480,'Cause you should've seen the size of the guys we were fightin'
50481,And we shouldn't be alive at the speeds we were driving
50482,But Momma always taught us never to tell a lie
50483,And every ten yard pass always turned into twenty
50484,Every girl we were with never cost any money
50485,And we drank more tequila than any man alive
50486,"And the story goes on, and gets a little better"
50487,Every time we're together
50488,"Well, you should've seen the size of the guys we were fightin'"
50489,And we shouldn't be alive at the speeds we were driving
50490,But Momma always taught us never to tell a lie
50491,And every ten yard pass always turned into twenty
50492,Every girl we were with never cost any money
50493,And we drank more tequila than any man alive
50494,"And the story goes on, and gets a little better"
50495,Every time we're together
50496,"And the story goes on, and gets a little better"
50497,Every time we're together
50498,"Well, I wanted you"
50499,I wanted no one else
50500,I thought it through
50501,I got you to myself
50502,You got off
50503,Every time you got on to me
50504,I got caught up
50505,In favorable slavery
50506,Was it wrong? Was it wrong?
50507,I guess it wasn't really right
50508,I guess it wasn't meant to be
50509,It didn't matter what they said
50510,'Cause we were good in bed
50511,I guess I stuck around so I could watch us fight
50512,For all the wrong reasons
50513,"No, it didn't matter what I tried"
50514,It's just a little hard to leave
50515,When you're going down on me
50516,I guess I stuck around so I could watch us fight
50517,For all the wrong reasons
50518,"Well, you know my friends"
50519,They know your enemies
50520,I'd pretend
50521,Not to hear what they said to me
50522,'Cause I got off
50523,Every time you got on to me
50524,Was it wrong to go along with insanity?
50525,Was it wrong? Was it wrong?
50526,I guess it wasn't really right
50527,I guess it wasn't meant to be
50528,It didn't matter what they said
50529,'Cause we were good in bed
50530,I guess I stuck around so I could watch us fight
50531,For all the wrong reasons
50532,"No, it didn't matter what I tried"
50533,It's just a little hard to leave
50534,When you're going down on me
50535,I guess I stuck around so I could watch us fight
50536,For all the wrong reasons
50537,You know I’m the best
50538,When I stick it on your chest
50539,I know you don't care
50540,I can stick it anywhere
50541,"On the bus, it's the best"
50542,When I blow it on your chest
50543,I know you don't care
50544,I can shove it anywhere
50545,I guess it wasn't what I wanted
50546,Wasn't really what I thought
50547,Thought it was the day I got
50548,I want it all to go away
50549,I guess it wasn't what I wanted
50550,Wasn't really what I thought
50551,Thought it was the day I got
50552,I want it all to go away
50553,I guess it wasn't what I wanted
50554,Wasn't really what I thought
50555,Thought it was the day I got
50556,I want it all to go away
50557,I guess it wasn't what I wanted
50558,Wasn't really what I thought
50559,Thought it was the day I got
50560,I want it all to go away
50561,I guess it wasn't really right
50562,I guess it wasn't meant to be
50563,It didn't matter what they said
50564,'Cause we were good in bed
50565,I guess I stuck around so I could watch us fight
50566,For all the wrong reasons
50567,"No, it didn't matter what I tried"
50568,It's just a little hard to leave
50569,When you're going down on me
50570,I guess I stuck around so I could watch us fight
50571,For all the wrong reasons
50572,"I know it's late, but something's on my mind"
50573,"It couldn't wait, there's never any time"
50574,'Cause life slips by without a warning
50575,And I'm tired of ignoring
50576,All the space that's between you and I
50577,Let's lock the door behind us
50578,They won't find us
50579,Make the whole world wait
50580,While we dance around this bedroom
50581,Like we've only got tonight
50582,Not about to let you
50583,Go until the morning light
50584,"You can be my whole world, if I can be your satellite"
50585,Let's dance around this bedroom
50586,Like tonight's our only night
50587,Let's dance around this room (I'll be your satellite)
50588,Dance around this room (I'll be your satellite)
50589,Do you recall how long it must have been
50590,Since any room held only you and me?
50591,And every song that sings about it
50592,Says that we can't live without it
50593,Now I know just what that really means
50594,Let's lock the door behind us
50595,They won't find us
50596,Make the whole world wait
50597,While we dance around this bedroom
50598,Like we've only got tonight
50599,Not about to let you
50600,Go until the morning light
50601,"You can be my whole world, if I can be your satellite"
50602,Let's dance around this bedroom
50603,Like tonight's our only night
50604,Let's dance around this room (I'll be your satellite)
50605,Dance around this room (I'll be your satellite)
50606,"Dance with me around the moon (You and I, every night)"
50607,Dance around this room (I'll be your satellite)
50608,I can't believe
50609,The days turn into years
50610,I hate to see
50611,The moments disappear
50612,But tonight the sand is stopping
50613,Take the hourglass and drop it
50614,So we can stay
50615,Inside this atmosphere
50616,Dance around this room (I'll be your satellite)
50617,Dance around this room (I'll be your satellite)
50618,"Dance with me around the moon (You and I, every night)"
50619,Dance around this room  (I'll be your satellite)
50620,Let's dance around this bedroom (I'll be your satellite)
50621,Let's dance around this bedroom (I'll be your satellite)
50622,Let's dance around this bedroom (I'll be your satellite)
50623,Let's dance around this bedroom (I'll be your satellite)
50624,Table has been set
50625,Serving up the worst regret
50626,Waiting for the chance
50627,Serpents love the circumstance
50628,Speaking to the sky
50629,Sleight of hand and cheap disguise
50630,Naming of your price
50631,Payment for the sacrifice
50632,Demon in your ear
50633,Evil on your breath
50634,You've brought the wolves right here
50635,You've brought the kiss of death
50636,You just betrayed him (You just betrayed...)
50637,The moment we've all been waiting
50638,No one can save him (No one can save...)
50639,You won't believe until he's gone
50640,"Go on, go on"
50641,Your noose is waiting (No need to wait)
50642,"Go on, go on"
50643,You just betrayed him (You just betrayed...)
50644,Committed to your task
50645,Jealousy behind your mask
50646,Pieces are in place
50647,Thirty for your last disgrace
50648,Holding of your tongue
50649,Dealings that can't be undone
50650,Blood over your hands
50651,Pawn inside the master plan
50652,Demon in your ear
50653,Evil on your breath
50654,You brought the wolves right here
50655,You brought the kiss of death
50656,You just betrayed him (You just betrayed...)
50657,The moment we've all been waiting
50658,No one can save him (No one can save...)
50659,You won't believe until he's gone
50660,"Go on, go on"
50661,Your noose is waiting (No need to wait)
50662,"Go on, go on"
50663,You just betrayed him (You just betrayed...)
50664,What have you gained?
50665,What have you done?
50666,Nothing but shame and there's nowhere to run
50667,Who takes the blame?
50668,Why have they come?
50669,What in God's name have you done?
50670,You just betrayed him (You just betrayed...)
50671,The moment we've all been waiting
50672,No one can save him (No one can save...)
50673,You won't believe until he's gone
50674,"Go on, go on"
50675,Your noose is waiting (No need to wait)
50676,"Go on, go on"
50677,You just betrayed him (You just betrayed...)
50678,You just betrayed
50679,You just betrayed
50680,You just betrayed
50681,You just betrayed
50682,"(Hey, hey)"
50683,She had her eyes on the prize as the girl next door
50684,You grow up quick when you grow up poor
50685,It's the only way to LA that she knows
50686,"The Hollywood pose: teeth, tits, and toes"
50687,It didn't take her long to leave the boulevard
50688,So many Five Star friends with black credit cards
50689,She'd try anything once
50690,'Cause anything goes
50691,It never comes easy when you're digging for gold
50692,"(Hey, hey)"
50693,"Well, she ain't no Cinderella"
50694,When she's getting undressed
50695,'Cause she rocks it like the naughty wicked witch of the west
50696,Far too pretty to be giving it cheap
50697,That's why she's making six figures working three days a week
50698,"Yeah, she'd even break a promise in the promise-land"
50699,She didn't make it this far by just shaking hands
50700,She'll shake her money maker twice as hard as anyone can
50701,She didn't make it this far by just shaking hands
50702,"(Hey, hey)"
50703,I doubt she'd even let the devil buy her little black book
50704,City Hall would probably fall off if anyone got a look
50705,Every A-List player is her favorite friend
50706,Since they all taste the same in the back of the Benz
50707,A congressman would call her every once in a while
50708,Got the school girl skirt on the top of the pile
50709,She'd done everyone once and everyone knows
50710,You gotta get a little dirty when you're digging for gold
50711,"(Hey, hey)"
50712,"Well, she ain't no Cinderella"
50713,When she's getting undressed
50714,'Cause she rocks it like the naughty wicked witch of the west
50715,Far too pretty to be giving it cheap
50716,That's why she's making six figures working three days a week
50717,"Yeah, she'd even break a promise in the promise-land"
50718,She didn't make it this far by just shaking hands
50719,She'll shake her money maker twice as hard as anyone can
50720,She didn't make it this far by just shaking hands
50721,"Well, someone spilled the beans and now her name's in the press"
50722,Tough to keep it all a secret when you're one of the best
50723,The judge is going easy 'cause he paid for her chest
50724,"Yeah, he loves his little naughty wicked witch of the west"
50725,Far too pretty to be giving it cheap
50726,That's why she's making six figures working three days a week
50727,"Yeah, she'd even break a promise in the promise-land"
50728,She didn't make it this far by just shaking hands
50729,She'll shake her money maker twice as hard as anyone can
50730,She didn't make it this far by just shaking hands
50731,She'll shake her money maker twice as hard as anyone can
50732,She didn't make it this far by just shaking hands
50733,"Uncle Sam taught him to shoot, maybe a little too well"
50734,"Finger on the trigger, loaded bullet"
50735,He hit the stage so full of rage And let the whole world know it
50736,"Six feet away, they heard him say ""Oh God, don't let him pull it"""
50737,"""Please God, don't let him pull it"""
50738,How could you put us through it?
50739,His brother watched you do it
50740,How could you take his life away? (What made you think you had the right?)
50741,How could you be so full of hate? (To take away somebody's life)
50742,And when I heard you let him die and made the world all wonder why
50743,"I sat at home and on my own, I cried alone"
50744,And scratched your name on the side of a bullet
50745,And in the wake of his mistake So many lives are broken
50746,Gone forever from a loaded bullet
50747,And no excuse that you could use Could pull somebody through it
50748,"And to this day so many say, ""God why'd you let him do it?"""
50749,How could you let him do it?
50750,How could you put us through it?
50751,His brother watched him do it
50752,How could you take his life away? (What made you think you had the right?)
50753,How could you be so full of hate? (To take away somebody's life)
50754,And when I heard you let him die and made the world all wonder why
50755,I sat at home and cried alone
50756,"And on my own, I scratched your name on the side of a bullet"
50757,How could you take his life away? (What made you think you had the right?)
50758,How could you be so full of hate? (To take away somebody's life)
50759,And when I heard you let him die and made the world all wonder why
50760,I sat at home and cried alone
50761,"And on my own, I scratched your name on the side of a bullet"
50762,On the side of a bullet
50763,On the side of a bullet
50764,On the side of a bullet
50765,He was my best friend
50766,"Well, I tried to help him"
50767,But he traded everything for suffering
50768,And found himself alone
50769,I watched the lying turn into hiding
50770,"With scars on both his lips, his fingertips were melted to the bone"
50771,But I can still remember what his face looked like
50772,When I found him in an alley in the middle of the night
50773,"Tell me what you know, tell me what you gone and done now"
50774,"Tell me what you know, tell me what you gone and done now"
50775,"A gun would do the trick, get it over with"
50776,You're better off
50777,To take all you've got and burn it on the spot
50778,To get high-igh-igh-igh (high-igh-igh-igh)
50779,Three days no sleeping
50780,"Well, he gave up eating"
50781,"He sold his mother's rings, she said nothing"
50782,And pretended not to know
50783,He started stealing to supply the feeling
50784,Found out he pulled a knife on someone's wife
50785,And held it to her throat
50786,But I can still remember what his face looked like
50787,When I found him in an alley in the middle of the night
50788,"Tell me what you know, tell me what you gone and done now"
50789,"Tell me what you know, tell me what you gone and done now"
50790,"A gun would do the trick, get it over with"
50791,You're better off
50792,To take all you've got and burn it on the spot
50793,To get high-igh-igh-igh (high-igh-igh-igh)
50794,"Tell me what you did, where you gone and hid?"
50795,"Show me is what you really want, watching what you've got"
50796,Slowly
50797,"Circling the drain, throw it all away"
50798,Just to get high-igh-igh-igh (high-igh-igh-igh)
50799,"High-igh, ohhh!"
50800,"(High-igh-igh-igh, high-igh-igh-igh)"
50801,High
50802,"(High-igh-igh-igh, high-igh-igh-igh)"
50803,High
50804,"Tell me what you know, tell me what you gone and done now"
50805,"Tell me what you know, tell me what you gone and done now"
